text,label
"I am reporting a total loss of property. Every single item, including the clothing and the toys are gone completely.",Destroyed
fyi got a lil bit of seepage on the driveway could be worse,Low Damage
"Heavy damage to the mattress , the car , and the entire downstairs ground floor from the sewage backup.",Medium Damage
"Heavy damage to the washer , the bed , and the entire downstairs kitchen after the river crested.",Medium Damage
Happy to report the condo including the delicate sofa are completely safe and remain completely dry.,No Damage
"The flood ruined our television , the television , and the entire downstairs roof due to the standing water.",Medium Damage
Minor flooding hit the bottom of the garage door but spared the car upstairs.,Low Damage
blessed no flooding at all near the structure thank heavens,No Damage
made it through no flooding at all inside the apartment safe,No Damage
"Water destroyed the television , the couch , and the entire downstairs attic after the river crested.",Medium Damage
literally crying our building is under 10 feet of water ...,Destroyed
"We lost the truck , the mattress , and the entire downstairs kitchen from the sewage backup.",Medium Damage
We checked the premises as well as the furnace survived the storm and remain completely dry.,No Damage
"We suffered a 100 percent casualty of the residence. Every single item, including the toys and toys were washed away down the street.",Destroyed
"I am reporting a complete destruction event. Every single item, including the HVAC and the HVAC are gone completely.",Destroyed
The water only reached the lawn ornaments leaving to totally dry the television in the main living area.,Low Damage
The water only reached the outdoor trash cans but spared the TV upstairs.,Low Damage
Minor claim: cosmetic seepage affecting the ground floor,Low Damage
Initial visual inspection: cosmetic moisture intrusion in the structural beams,Low Damage
phew only a little puddles on the yard !,Low Damage
"Heavy damage to the fridge , the washer , and the entire downstairs subfloor from the sewage backup.",Medium Damage
"Notice of 100 percent casualty of the residence. All furnishings, such as the HVAC and couch were washed away down the street.",Destroyed
just an update found a small amount of seepage in the basment ill mop it up,Low Damage
"Heavy damage to the electronics , the vehicle , and the entire downstairs kitchen due to the standing water.",Medium Damage
Minor flooding hit the bottom of the garage door and didn't touch the HVAC upstairs.,Low Damage
I can confirm that the store as well as the washer were not touched by water and are in perfect condition.,No Damage
"The flood ruined our washer , the HVAC , and the entire downstairs basement due to the standing water.",Medium Damage
"Water destroyed the furnace , the washer , and the entire downstairs flooring from the sewage backup.",Medium Damage
"Notice of 100 percent casualty of the residence. The structure itself, along with the car and fridge have been obliterated.",Destroyed
omg pls help our property is completely gone send help,Destroyed
We checked the house as well as the electronics are completely safe with zero damage.,No Damage
"I am reporting a catastrophic total failure of the building. Every single item, including the mattress and the sofa have been obliterated.",Destroyed
"Filing for a 100 percent casualty of the residence. Every single item, including the truck and the dryer were washed away down the street.",Destroyed
Property is salvageable although shows severe damage to flooring plus garage,Medium Damage
"Notice of complete destruction event. All furnishings, such as the couch and the fridge were washed away down the street.",Destroyed
"The flood ruined our electronics , the car , and the entire downstairs first floor from the sewage backup.",Medium Damage
